"","pid","w1_nc_outcome","w1_nc_intrv_c","w1_nc_intrv_d","w1_nc_intrv_m","w1_nc_intrv_y","w1_nc_duration","w1_nc_dob_m","w1_nc_dob_y","w1_nc_gen","w1_nc_popgrp","w1_nc_popgrp_o","w1_nc_edschgrd","w1_nc_edter","w1_nc_prov","w1_nc_moveprov","w1_nc_lvbfprov","w1_nc_lvdurprov","w1_nc_moveres_apr","w1_nc_moveres_may","w1_nc_dwltyp","w1_nc_nopres","w1_nc_no60res","w1_nc_nou18res","w1_nc_nou7res","w1_nc_nocld","w1_nc_watsrc","w1_nc_watwsh","w1_nc_enrgelec","w1_nc_em_feb","w1_nc_emany_feb","w1_nc_ems_feb","w1_nc_emdays_feb","w1_nc_emhrs_feb","w1_nc_eminc_feb","w1_nc_eminc_feb_brac","w1_nc_em_apr","w1_nc_emany_apr","w1_nc_ems_apr","w1_nc_emreturn","w1_nc_emabs_apr","w1_nc_emabs_apr_o","w1_nc_emtyp","w1_nc_emwnt","w1_nc_noemdc","w1_nc_noemex","w1_nc_noemex_o","w1_nc_emwrk_isco_c","w1_nc_emdays_apr","w1_nc_emhrs_apr","w1_nc_empay_freq","w1_nc_emdayinc_apr","w1_nc_emwkinc_apr","w1_nc_emwkinc_apr_brac","w1_nc_em2wksinc_apr","w1_nc_em2wksinc_apr_brac","w1_nc_eminc_apr","w1_nc_eminc_apr_brac","w1_nc_emcontr","w1_nc_eminc_ters","w1_nc_emswrk_isco_c","w1_nc_embusdays_apr","w1_nc_embushrs_apr","w1_nc_emsvat","w1_nc_emsinc_apr","w1_nc_emsinc_apr_brac","w1_nc_emsnumemp_feb","w1_nc_emsnumemp_feb_2","w1_nc_emsnumemp","w1_nc_emsnumemp_2","w1_nc_emspaysal","w1_nc_emscls","w1_nc_unems","w1_nc_unemdc","w1_nc_unemwrk_isco_c","w1_nc_uneminc_uif","w1_nc_hhincchld","w1_nc_incchld","w1_nc_hhincgovpen","w1_nc_incgovpen","w1_nc_incgov","w1_nc_incgovtyp1","w1_nc_incgovtyp2","w1_nc_incgovtyp3","w1_nc_incgovtyp_o","w1_nc_hhincsrc1","w1_nc_hhincsrc2","w1_nc_hhincsrc3","w1_nc_hhincsrc_o","w1_nc_hhincdec1","w1_nc_hhincdec2","w1_nc_hhincdec3","w1_nc_hhincdec_o","w1_nc_hhinc","w1_nc_hhincchng","w1_nc_hhfdyn","w1_nc_fdayn","w1_nc_fdaskp","w1_nc_fdcyn","w1_nc_fdcskp","w1_nc_chldcr","w1_nc_chldcr_v","w1_nc_hhcsch","w1_nc_edcbook","w1_nc_edctv","w1_nc_edcrad","w1_nc_edccon","w1_nc_suppgov","w1_nc_suppngo","w1_nc_suppcom","w1_nc_cvrsk","w1_nc_cvhhtest","w1_nc_cvtest","w1_nc_cvrslt","w1_nc_cvsypt1","w1_nc_cvsypt2","w1_nc_cvsypt3","w1_nc_cvsypt4","w1_nc_cvsypt5","w1_nc_cvsypt6","w1_nc_cvsypt7","w1_nc_cvsypt8","w1_nc_cvsypt_o","w1_nc_cvavd","w1_nc_cvbeh","w1_nc_cvbehtyp1","w1_nc_cvbehtyp2","w1_nc_cvbehtyp3","w1_nc_cvbehtyp4","w1_nc_cvbehtyp5","w1_nc_cvbehtyp6","w1_nc_cvbehtyp7","w1_nc_cvbehtyp_o","w1_nc_cvinfo1","w1_nc_cvinfo2","w1_nc_cvinfo3","w1_nc_cvinfo4","w1_nc_cvinfo5","w1_nc_cvinfo6","w1_nc_cvinfo7","w1_nc_cvinfo_o","w1_nc_hlcur","w1_nc_hl4y","w1_nc_hl4br","w1_nc_hl4syp","w1_nc_hl4vis","w1_nc_hlcon","w1_nc_hlcontyp","w1_nc_hlcontyp_o","w1_nc_hlnocon1","w1_nc_hlnocon2","w1_nc_hlnocon3","w1_nc_hlnocon_o","w1_nc_hlmed","w1_nc_hlmedtyp","w1_nc_hlmedtyp_o","w1_nc_hlser","w1_nc_hlmedaid","w1_nc_intres","w1_nc_intlng1","w1_nc_intlng2","w1_nc_intlng3","w1_nc_intlng4","w1_nc_intlng5","w1_nc_intlng6","w1_nc_intlng7","w1_nc_intlng8","w1_nc_intlng9","w1_nc_intlng10","w1_nc_intlng11"
"2128",314006,1,632,23,6,2020,27.17,10,1945,2,1,"",2,NA,5,2,NA,NA,2,2,1,2,1,1,0,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",0,1,2,2,NA,2,NA,1,4,0,3,1,1,-9,2,2,2,-9,1,1,2,2,4,5,NA,NA,NA,NA,NA,"",1,1,1,3,4,7,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,1,2,NA,"",10,NA,NA,"Mobile Clinic Does Come To Us.",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129",314007,1,633,17,6,2020,27.88,6,1988,2,1,"",12,1,5,2,NA,NA,2,2,1,16,-8,-8,-8,3,1,1,1,1,NA,NA,2,5,800,NA,2,2,-8,-8,NA,"",NA,-8,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,-8,2,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",940,1,1,2,NA,2,NA,1,1,0,1,1,1,1,2,2,2,2,2,NA,NA,1,2,10,NA,NA,NA,NA,NA,"",1,1,4,7,9,NA,NA,NA,NA,"",2,6,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130",314009,1,632,15,6,2020,19.17,9,1989,1,1,"",12,2,5,2,NA,NA,2,2,1,5,0,1,1,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,1,1,"",1,NA,NA,NA,"",8,-9,NA,4,NA,NA,NA,NA,NA,10000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",10000,1,2,2,NA,2,NA,1,4,1,1,2,2,2,2,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,3,4,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131",314013,1,619,4,6,2020,29.87,8,1992,1,1,"",11,2,5,2,NA,NA,2,2,1,9,1,5,3,3,1,1,1,1,NA,NA,7,13,-9,-9,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,1,-9,-9,1,NA,2,NA,NA,NA,"",6,NA,NA,"",6,NA,NA,"",-9,1,1,1,2,2,NA,1,3,5,-9,1,1,2,2,2,2,-8,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",2,1,8,NA,NA,NA,NA,NA,NA,"Changed Everything",9,NA,NA,NA,NA,NA,NA,"",2,1,2,2,-9,2,NA,"",10,NA,NA,"Not Sick",1,5,"",2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2132",314019,1,627,28,5,2020,20.57,1,1989,1,1,"",11,2,7,2,NA,NA,2,1,3,3,1,0,NA,3,1,1,1,1,NA,NA,5,8,4200,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,"",6,4,8,2,NA,1500,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",5000,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,1,10,NA,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",4,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133",314034,1,635,24,6,2020,17.83,5,1987,2,1,"",11,2,7,2,NA,NA,2,1,1,2,0,0,NA,4,1,1,1,1,NA,NA,5,11,1900,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",5,5,11,4,NA,NA,NA,NA,NA,5700,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",-9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,1,3,9,17,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",6,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134",314035,1,634,18,6,2020,27.18,11,1988,1,1,"",12,1,5,2,NA,NA,2,2,1,9,1,4,1,3,2,1,2,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,2,2,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",1,NA,NA,"",-9,1,1,1,3,1,3,1,2,0,1,2,2,2,2,2,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,2,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",5,1,1,2,2,2,NA,"",9,NA,NA,"",2,NA,"",2,2,3,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",314037,1,623,3,6,2020,26.47,8,1988,2,1,"",12,1,5,2,NA,NA,1,2,3,13,1,5,3,1,2,2,1,1,NA,NA,6,8,3500,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",5,0,0,4,NA,NA,NA,NA,NA,3500,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,"",1,3,NA,"",1,3,NA,"",-9,1,1,1,3,1,2,1,4,0,1,1,2,2,2,1,1,2,2,NA,NA,1,2,5,NA,NA,NA,NA,NA,"",1,1,1,2,4,7,NA,NA,NA,"",2,3,7,NA,NA,NA,NA,"",4,1,1,1,1,1,2,"",NA,NA,NA,"",2,NA,"",2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136",314038,1,604,18,6,2020,14.87,8,1986,2,1,"",12,1,5,2,NA,NA,2,2,2,14,1,8,5,3,2,1,1,1,NA,NA,5,7,11000,NA,2,2,2,NA,NA,"",1,NA,NA,NA,"",2,0,0,4,NA,NA,NA,NA,NA,11000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",11000,2,1,2,NA,2,NA,2,NA,3,3,1,2,2,2,2,2,1,2,NA,NA,1,2,4,5,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,5,"",2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137",314042,1,633,11,6,2020,25.42,11,1984,2,1,"",12,1,5,2,NA,NA,1,2,1,10,1,7,4,3,1,1,1,2,2,3,NA,NA,NA,NA,-8,-8,-8,-8,NA,"",NA,-8,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,1,1,NA,NA,"",3,NA,NA,"",-8,NA,NA,"",-8,2,1,2,NA,2,NA,1,4,0,1,1,2,2,1,2,2,1,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,"",2,1,1,4,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,3,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138",314052,1,623,30,5,2020,27.02,6,1957,2,1,"",10,2,5,1,5,5,1,2,3,10,2,5,1,1,1,1,1,1,NA,NA,6,8,3500,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",3,6,NA,4,NA,NA,NA,NA,NA,3500,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",-9,1,1,2,NA,2,NA,1,4,0,2,-9,-9,-9,1,1,1,2,2,NA,NA,1,4,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139",314053,1,631,25,5,2020,23.18,10,1991,1,1,"",12,1,7,2,NA,NA,2,2,1,3,0,1,1,3,1,1,1,1,NA,NA,6,8,11000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",1,6,8,4,NA,NA,NA,NA,NA,9000,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",9000,2,1,2,NA,2,NA,2,NA,0,-8,-8,-8,-8,2,2,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,2,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140",314056,1,639,17,6,2020,18.62,3,1987,2,1,"",12,1,5,2,NA,NA,2,2,1,10,1,3,1,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,-9,-8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",1700,2,2,2,NA,2,NA,2,NA,2,1,2,1,2,2,2,2,2,2,NA,NA,1,2,4,NA,NA,NA,NA,NA,"",-9,1,7,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141",314059,1,651,21,5,2020,25.05,2,1983,1,1,"",10,2,7,2,NA,NA,2,2,1,3,0,1,1,3,1,1,1,1,NA,NA,5,9,5900,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",9,4,9,4,NA,NA,NA,NA,NA,5400,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",10000,1,2,2,NA,2,NA,1,4,0,2,2,2,2,2,2,2,2,1,2,NA,7,10,NA,NA,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",1,2,8,NA,NA,NA,NA,"Work Place",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142",314061,1,662,3,6,2020,19.37,99,9999,2,1,"",4,NA,5,2,NA,NA,1,1,2,9,1,3,2,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,-9,NA,"",NA,2,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",2000,1,1,1,4,1,2,1,4,3,1,1,1,2,2,2,2,2,2,NA,NA,2,7,NA,NA,NA,NA,NA,NA,"",1,1,1,3,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143",314064,1,604,4,6,2020,16.07,9,1958,2,1,"",5,NA,5,2,NA,NA,2,2,1,14,0,7,6,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",3000,2,2,2,NA,2,NA,2,NA,5,3,1,2,2,1,2,2,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"",1,1,4,7,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144",314069,1,626,11,6,2020,19.53,10,1940,2,1,"",6,NA,5,2,NA,NA,2,2,1,8,1,3,1,3,2,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",2500,2,1,2,NA,2,NA,1,3,3,1,1,2,2,2,2,2,-9,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",1,-9,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,1,1,2,"",NA,NA,NA,"",1,2,"",1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145",314070,1,635,13,5,2020,23.13,2,1978,2,1,"",10,2,5,2,NA,NA,2,2,1,3,0,1,0,2,1,1,1,2,2,3,NA,NA,NA,NA,2,1,NA,NA,NA,"",2,NA,NA,NA,"",9,1,2,1,60,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",3,NA,NA,"",1,NA,NA,"",490,1,1,2,NA,2,NA,1,2,1,1,1,1,1,2,2,2,2,2,NA,NA,1,2,5,NA,NA,NA,NA,NA,"",1,1,1,4,8,NA,NA,NA,NA,"Avoid Touching My Face",2,3,NA,NA,NA,NA,NA,"",2,2,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146",314081,1,644,17,6,2020,14.73,7,1986,2,1,"",12,1,5,2,NA,NA,2,2,1,7,-8,4,1,2,1,1,2,1,NA,NA,7,8,850,NA,2,2,3,2,NA,"",NA,2,-9,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,-8,2,2,NA,NA,NA,"",3,NA,NA,"",-8,NA,NA,"",2900,1,1,1,1,1,1,1,4,4,1,2,1,1,2,2,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,3,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",5,1,2,2,2,1,2,"",NA,NA,NA,"",1,5,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147",314082,1,619,17,6,2020,23.83,9,1990,2,1,"",12,2,5,2,NA,NA,2,2,1,5,0,1,1,3,2,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",-9,2,2,2,NA,2,NA,1,4,1,1,2,2,2,2,2,2,-9,2,NA,NA,4,5,15,NA,NA,NA,NA,NA,"",1,1,2,4,9,NA,NA,NA,NA,"",2,3,5,NA,NA,NA,NA,"",4,2,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148",314084,1,637,11,6,2020,19.78,11,1988,1,1,"",12,1,5,2,NA,NA,2,2,1,5,0,1,1,3,2,1,1,1,NA,NA,4,12,-9,-8,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",4,4,12,4,NA,NA,NA,NA,NA,-9,-8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",1,3,4,"",4,NA,NA,"",-9,1,2,2,NA,2,NA,2,NA,0,-9,-9,-9,2,2,2,2,2,1,2,NA,1,2,3,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",2,5,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149",314086,1,662,23,6,2020,18.92,9,1977,1,1,"",8,NA,5,2,NA,NA,2,2,2,5,1,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,9,2,0,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",6,NA,NA,"",-9,1,-9,-9,NA,-9,NA,1,4,2,1,-9,1,-9,2,2,2,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"",1,1,1,4,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150",314087,1,632,15,6,2020,21.25,10,1956,2,1,"",3,NA,5,2,NA,NA,2,2,1,8,1,0,NA,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,5,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,2,NA,NA,"",3,4,NA,"",7,NA,NA,"",-9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,NA,"",5,2,2,2,1,2,NA,"",10,NA,NA,"Not Sick",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151",314107,1,607,20,5,2020,19.43,9,1993,2,1,"",11,2,5,1,2,2,1,1,2,5,1,4,1,3,2,1,1,1,NA,NA,5,7,2000,NA,2,2,3,1,1,"",1,NA,NA,NA,"",9,0,0,4,NA,NA,NA,NA,NA,-8,-8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,3,NA,"",1,3,NA,"",2000,2,2,2,NA,2,NA,1,4,4,-9,2,1,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,4,9,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",314110,1,630,31,5,2020,21.37,99,9999,2,1,"",0,NA,7,2,NA,NA,2,2,3,3,0,-9,-9,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,9,2,0,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",1700,2,1,1,2,1,2,2,NA,2,1,-9,1,1,2,2,-9,-9,1,2,NA,2,4,NA,NA,NA,NA,NA,NA,"",2,1,7,NA,NA,NA,NA,NA,NA,"",9,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153",314111,1,640,15,6,2020,23.08,4,1986,1,1,"",11,2,2,2,NA,NA,2,2,1,9,1,3,2,3,1,1,1,2,2,2,0,7,500,NA,2,1,NA,NA,NA,"",3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,2,7,2,300,NA,1,0,1,NA,NA,4,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",3,NA,NA,"",4000,1,1,2,NA,2,NA,2,NA,0,2,2,1,2,2,2,2,2,2,NA,NA,1,2,8,NA,NA,NA,NA,NA,"Feeling Cold",1,1,1,7,9,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",314116,1,640,22,6,2020,18.12,8,1991,2,1,"",12,2,7,2,NA,NA,1,2,1,4,0,1,1,3,1,1,1,1,NA,NA,5,8,4000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",1,5,8,3,NA,NA,NA,4000,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",1,2,NA,"",1,2,NA,"",30000,2,2,2,NA,2,NA,2,NA,2,1,1,2,1,2,2,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,"",1,1,1,7,9,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
